Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 4469	PHI:3219	Uniprot	Q5GZM8	Genbank	AAW75843	KACC 10331	fleQ	no data found	no data found	no data found	no data found	no data found	no	64187	Xanthomonas oryzae pv. oryzae	360094	PXO99	bacterial leaf blight	Monocots	4530	Oryza sativa (related: Rice)	Japonica	no data found	no data found	leaf	Flagellar motility	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25126992	Pubmed	10.1016/j.micres.2014.07.002	The rpoN2  mutant,  but  not  the  fleQ  mutant  was  impaired  in  its  virulence  on  rice.  In  addition, the  flagellin  gene  fliC  mutant,  which  was  non-motile,  was  not  defective  in  virulence.
Record 4470	PHI:3220	Uniprot	Q5GZN6	Genbank	AAW75835	KACC 10331	fliC  	no data found	no data found	no data found	no data found	no data found	no	64187	Xanthomonas oryzae pv. oryzae	360094	PXO99	bacterial leaf blight	Monocots	4530	Oryza sativa (related: Rice)	Japonica	no data found	no data found	leaf	Flagellar motility	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25126992	Pubmed	10.1016/j.micres.2014.07.002	The rpoN2  mutant,  but  not  the  fleQ  mutant  was  impaired  in  its  virulence  on  rice.  In  addition, the  flagellin  gene  fliC  mutant,  which  was  non-motile,  was  not  defective  in  virulence.
Record 4471	PHI:3221	Uniprot	O74238	Genbank	AF074941	LAW96	SP1	no data found	no data found	no data found	no data found	no data found	no	13684	Stagonospora nodorum	no data found	LAW95	leaf and glume blotch disease of wheat	Monocots	4565	Triticum aestivum (related: Bread wheat)	Riband	no data found	no data found	leaf	encoding SnodProt1	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Other evidence: gene expression	no data found		RP	no data found	Pubmed	10.1006/pmpp.1999.0203	"The role of SP1 in the pathogenicity ofS.nodorumis unclear, but, the observation that this protein is produced and secreted during infection,and that homologues are present in other plant and human fungal pathogens  suggests that it may have a role in determining the pathogenic habit and may, perhaps, be involved in adhesion to host cells or in the differentiation of infection.
structures"
Record 4472	PHI:3222	Uniprot	Q5X177	Genbank	AAW75843	KACC 10331	lpp_2867	no data found	no data found	no data found	no data found	no data found	no	446	Legionella pneumophila	297246	Paris  CIP  107629T	Legionnaires’ disease	Eukaryotes	5755	Acanthamoeba castellanii (no common name found)	ATCC 30234	no data found	no data found	no data found	iron transporter	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption; Gene complementation	no data found		RP	25141909	Pubmed	10.1111/1462-2920	Mutants were  defective  for  growth  on  iron  depleted  solid  media  and  for  ferrous  iron  uptake.
Record 4473	PHI:3222	Uniprot	Q5X177	Genbank	AAW75843	KACC 10331	lpp_2867	no data found	no data found	no data found	no data found	no data found	no	446	Legionella pneumophila	297246	Paris  CIP  107629T	Legionnaires’ disease	Primates	9606	Homo sapiens (related: Human)	U937	no data found	no data found	macrophage cells	iron transporter	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption; Gene complementation	no data found		RP	25141909	Pubmed	10.1111/1462-2920	Mutants were  defective  for  growth  on  iron  depleted  solid  media  and  for  ferrous  iron  uptake.
Record 4474	PHI:3223	Uniprot	G0X7E8	Genbank	AEK86680	RK209	pep1	no data found	no data found	no data found	no data found	no data found	no	5270	Ustilago maydis	no data found	no data found	smut disease	Monocots	4513	Hordeum vulgare (related: Barley)	Golden promise	no data found	no data found	leaves	inhibitor of progarmmed cell death in host during infection	no data found	no data found	no data found	reduced virulence	no data found	no	no	yes	Locally restricted chlorosis and no spreading necrotic lesions 6 days after inoculation.	no data found	no data found	reduced	no data found	no data found	no data found	no data found	Q4PFQ0	susceptibility	unaffected pathogeniticy in mutants; increased susceptibility in wildtype	Gene mutation	no data found		RP	24329174	Pubmed	10.1094/MPMI-10-13-0317-R	no data found
Record 4475	PHI:3224	Uniprot	Q63K45	Genbank	CAH38994	K96243	BPSS1521 (bprD)	no data found	no data found	no data found	no data found	no data found	no	28450	Burkholderia pseudomallei	272560	K96243	melioidosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	spleen	 transcriptional regulator located in the type III secretion system (T3SS-3) operon	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no	no data found	Gene deletion: full; Gene complementation	no data found		RP	25111708	Pubmed	10.1371/journal.pone.0104313	BALB/c mice infected with abprDmutant showed a shorter time to death and increased inflammation.
Record 4476	PHI:3225	Uniprot	T2C913	Genbank	AGV28620	CECT20795	Ndo1	no data found	no data found	no data found	no data found	no data found	no	36651	Penicillium digitatum	1170230	Pd1	green mould rot	Eudicots	2711	Citrus sinensis (related: Sweet orange)	Navelina	no data found	no data found	Fruits	naphthalene dioxygenase	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	Gene deletion: full	no data found		RP	25099378	Pubmed	10.1111/mpp.12179	no data found
Record 4477	PHI:3226	Uniprot	T2C7K6	Genbank	AGV28619	CECT20795	pnl1	no data found	no data found	no data found	no data found	no data found	no	36651	Penicillium digitatum	1170230	Pd1	green mould rot	Eudicots	2711	Citrus sinensis (related: Sweet orange)	Navelina	no data found	no data found	Fruits	 pectin lyase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	Gene deletion: full	no data found		RP	25099378	Pubmed	10.1111/mpp.12179	no data found
Record 4478	PHI:3227	Uniprot	Q9KLR1	Genbank	AAF96581	N16961	VCA0681	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4479	PHI:3228	Uniprot	Q9KMV8	Genbank	AAF96122	N16961	VCA0210	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4480	PHI:3229	Uniprot	Q9KPM7	Genbank	AAF95483	N16961	VC2340	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4481	PHI:3230	Uniprot	Q9KSB1	Genbank	AAF94506	N16961	VC1348	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4482	PHI:3231	Uniprot	Q9KL53	Genbank	AAF96792	N16961	VCA0895	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4483	PHI:3232	Uniprot	Q9KSG1	Genbank	AAF94454	N16961	VC1295	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4484	PHI:3233	Uniprot	Q9KL18	Genbank	AAF96828	N16961	VCA0931	no data found	no data found	no data found	no data found	no data found	no	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4485	PHI:3227	Uniprot	Q9KLR1	Genbank	AAF96581	N16961	VCA0681	no data found	no data found	no data found	no data found	no data found	PHI:3228;PHI:3229;PHI:3230;PHI:3231;PHI:3232;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4486	PHI:3228	Uniprot	Q9KMV8	Genbank	AAF96122	N16961	VCA0210	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3229;PHI:3230;PHI:3231;PHI:3232;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4487	PHI:3229	Uniprot	Q9KPM7	Genbank	AAF95483	N16961	VC2340	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3228;PHI:3230;PHI:3231;PHI:3232;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4488	PHI:3230	Uniprot	Q9KSB1	Genbank	AAF94506	N16961	VC1348	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3228;PHI:3229;;PHI:3231;PHI:3232;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4489	PHI:3231	Uniprot	Q9KL53	Genbank	AAF96792	N16961	VCA0895	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3228;PHI:3229;PHI:3230;PHI:3232;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4490	PHI:3232	Uniprot	Q9KSG1	Genbank	AAF94454	N16961	VC1295	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3228;PHI:3229;PHI:3230;PHI:3231;PHI:3233	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4491	PHI:3233	Uniprot	Q9KL18	Genbank	AAF96828	N16961	VCA0931	no data found	no data found	no data found	no data found	no data found	PHI:3227;PHI:3228;PHI:3229;PHI:3230;PHI:3231;PHI:3232	666	Vibrio cholerae	948564	C6706	cholera	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	Intestine	c-di-GMPphosphodiesterases	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25343965	Pubmed	10.1186/s12866-014-0272-9	no data found
Record 4492	PHI:3234	Uniprot	G4NCG1	Genbank	EHA48258	70-15	MoLYS20	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	no data found	Guy11	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	CO-39	no data found	no data found	leaf	regulators of G-protein (GTP-binding protein) signaling (RGS) proteins/homocitrate synthase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	smaller lesions	reduced	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25236475	Pubmed	10.1002/pmic.201400173	no data found
Record 4493	PHI:3235	Uniprot	Q4WY67	Genbank	EAL92386	Af293	pacC	no data found	no data found	no data found	no data found	no data found	no	746128	Aspergillus fumigatus	505235	CEA10	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	lungs	pH-Responsive Transcription Factor	no data found	no data found	no data found	reduced virulence	no data found	yes	no data found	yes	no data found	no data found	no data found	aberrant	no data found	caspofungin	caspofungin: CHEBI:474180	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	2532939	Pubmed	10.1371/journal.ppat.1004413	DpacC mutants are hypersensitive to the cell wall-active drug caspofungin
Record 4494	PHI:3235	Uniprot	Q4WY67	Genbank	EAL92386	Af293	pacC	no data found	no data found	no data found	no data found	no data found	no	746128	Aspergillus fumigatus	no data found	ATCC46645	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	CD-1	no data found	no data found	lungs	pH-Responsive Transcription Factor	no data found	no data found	no data found	reduced virulence	no data found	yes	no data found	yes	no data found	no data found	no data found	aberrant	no data found	caspofungin	caspofungin: CHEBI:474180	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	2532939	Pubmed	10.1371/journal.ppat.1004413	DpacC mutants are hypersensitive to the cell wall-active drug caspofungin
Record 4495	PHI:3236	Uniprot	J9VHR6	Genbank	AFR93748	H99	Aph1	no data found	no data found	no data found	no data found	no data found	no	5207	Cryptococcus neoformans	235443	H99	 fungal meningitis	Moths	7137	Galleria mellonella (related: Greater wax moth)	no data found	no data found	no data found	larvae	Phosphate-Regulated, Secreted, and Vacuolar Acid Phosphatase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	cell periphery; vacuoles	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25227465	Pubmed	10.1128/mBio.01649-14	no data found
Record 4496	PHI:3236	Uniprot	J9VHR6	Genbank	AFR93748	H99	Aph1	no data found	no data found	no data found	no data found	no data found	no	5207	Cryptococcus neoformans	235443	H99	 fungal meningitis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	lungs	Phosphate-Regulated, Secreted, and Vacuolar Acid Phosphatase	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	cell periphery; vacuoles	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25227465	Pubmed	10.1128/mBio.01649-14	no data found
Record 4497	PHI:3237	Uniprot	B0YDG4	Genbank	EDP47698	A1163	ctrA2 	no data found	no data found	no data found	no data found	no data found	no	746128	Aspergillus fumigatus	no data found	A1160 	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	no data found	copper transporters	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	H2O2; bathocuproine disulfonic acid	H2O2:CHEBI:16240; bathocuproine disulfonic acid: CHEBI:63934 	plasma membrane	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25281782	Pubmed	10.1016/j.fgb.2014.09.008	The ctrA2andctrCdouble-deletion mutant exhibited a growth defect onAspergillusminimal medium (AMM) supplemented with bathocuproine disulfonic acid (BCS) and was sensitive to H2O2.
Record 4498	PHI:3238	Uniprot	B0XUP5	Genbank	EDP54030	A1163	ctrC 	no data found	no data found	no data found	no data found	no data found	no	746128	Aspergillus fumigatus	no data found	A1160 	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	no data found	copper transporters	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	H2O2; bathocuproine disulfonic acid	H2O2:CHEBI:16240; bathocuproine disulfonic acid: CHEBI:63934 	plasma membrane	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25281782	Pubmed	10.1016/j.fgb.2014.09.008	The ctrA2andctrCdouble-deletion mutant exhibited a growth defect onAspergillusminimal medium (AMM) supplemented with bathocuproine disulfonic acid (BCS) and was sensitive to H2O2.
Record 4499	PHI:3237	Uniprot	B0YDG4	Genbank	EDP47698	A1163	ctrA2 	no data found	no data found	no data found	no data found	no data found	PHI:3238	746128	Aspergillus fumigatus	no data found	A1160 	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	no data found	copper transporters	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	H2O2; bathocuproine disulfonic acid	H2O2:CHEBI:16240; bathocuproine disulfonic acid: CHEBI:63934 	plasma membrane	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25281782	Pubmed	10.1016/j.fgb.2014.09.008	The ctrA2andctrCdouble-deletion mutant exhibited a growth defect onAspergillusminimal medium (AMM) supplemented with bathocuproine disulfonic acid (BCS) and was sensitive to H2O2.
Record 4500	PHI:3238	Uniprot	B0XUP5	Genbank	EDP54030	A1163	ctrC 	no data found	no data found	no data found	no data found	no data found	PHI:3237	746128	Aspergillus fumigatus	no data found	A1160 	Pulmonary Aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	no data found	copper transporters	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	H2O2; bathocuproine disulfonic acid	H2O2:CHEBI:16240; bathocuproine disulfonic acid: CHEBI:63934 	plasma membrane	no data found	no data found	no data found	Gene deletion: full	no data found		RP	25281782	Pubmed	10.1016/j.fgb.2014.09.008	The ctrA2andctrCdouble-deletion mutant exhibited a growth defect onAspergillusminimal medium (AMM) supplemented with bathocuproine disulfonic acid (BCS) and was sensitive to H2O2.
Record 4501	PHI:3239	Uniprot	Q4PI58	Genbank	EAK81590	521	HSP12	no data found	no data found	no data found	no data found	no data found	no	5270	Ustilago maydis	no data found	SG200	smut disease of maize	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	small heat shock proteins	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	small tumours and chlorosis	no data found	no data found	no data found	no data found	H2O2	H2O2:CHEBI:16240	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25251081	Pubmed	10.1111/1574-6968.12605	The level of expression of small heat shock proteins induced upon H202 exposure is higher than that of regular heat shock proteins.
Record 4502	PHI:3240	Uniprot	Q4P7N2	Genbank	EAK85054	521	HSP20	no data found	no data found	no data found	no data found	no data found	no	5270	Ustilago maydis	no data found	SG200	smut disease of maize	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	small heat shock proteins	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	small tumours and chlorosis	no data found	no data found	no data found	no data found	H2O2	H2O2:CHEBI:16240	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25251081	Pubmed	10.1111/1574-6968.12605	The level of expression of small heat shock proteins induced upon H202 exposure is higher than that of regular heat shock proteins.
Record 4503	PHI:3241	Uniprot	Q4P6Y8	Genbank	EAK85153	521	HSP30	no data found	no data found	no data found	no data found	no data found	no	5270	Ustilago maydis	no data found	SG200	smut disease of maize	Monocots	4577	Zea mays (related: Maize)	Early Golden Bantam	no data found	no data found	leaf	small heat shock proteins	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	small tumours and chlorosis	no data found	no data found	no data found	no data found	H2O2	H2O2:CHEBI:16240	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25251081	Pubmed	10.1111/1574-6968.12605	The level of expression of small heat shock proteins induced upon H202 exposure is higher than that of regular heat shock proteins.
Record 4504	PHI:3242	Uniprot	H2FL17	Genbank	AEX88335	EB 92-3	rpfF	no data found	no data found	no data found	no data found	no data found	no	2371	Xylella fastidiosa	183190	Temecula1	Pierce disease of grapes and citrus variegated chlorosis (CVC)	Eudicots	29760	Vitis vinifera (related: Wine grape)	Thompson	no data found	no data found	Stem	signal factor-dependent quorum-sensing system that suppresses Outer membrane vesicles	no data found	no data found	no data found	increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation	no data found		RP	25197068	Pubmed	10.1073/pnas.1414944111	OMVs,  production is suppressed by a quorum-sensing system, serve as an autoinhibitorofcelladhesiontosurfaces, thereby blocking attachment-driven biofilm formation that would restrict movement within the xylem and thus colonization of plants. 
Record 4505	PHI:3243	Uniprot	Q02QT9	Genbank	ABJ12706	UCBPP-PA14	lsfA	no data found	no data found	no data found	no data found	no data found	no	287	Pseudomonas aeruginosa	652611	PA14	Opportunistic infections	Rodents	10090	Mus musculus (related: House mouse)	BALB/c	no data found	no data found	lungs. Spleen; liver	1-Cys peroxiredoxin with thioldependent peroxidase activity	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	H2O2; tert-butyl hydroperoxide; paraquat	H2O2:CHEBI:16240; tert-butyl hydroperoxide:CHEBI:64090; paraquat:CHEBI:34905 	no data found	no data found	no data found	no data found	Gene mutation; Gene complementation	no data found		RP	25329795	Pubmed	10.1371/journal.ppat.1004442	LsfA is important for oxidative stress resistance in P. aeruginosa
Record 4506	PHI:3244			Genbank	no data found	no data found	MobZIP22	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	1271791	 KJ201	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	Nakdongbyeo	no data found	no data found	leaf	bZIP transcription factor	no data found	no data found	no data found	loss of pathogenicity	no data found	no	yes	yes	no necrotic lesions formed	wild type	no data found	reduced	reduced	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25314920	Pubmed	10.1111/1462-2920.12633	no data found
Record 4507	PHI:3245			Genbank	no data found	no data found	MobZIP13	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	1271791	 KJ201	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	Nakdongbyeo	no data found	no data found	leaf	bZIP transcription factor	no data found	no data found	no data found	reduced virulence	no data found	no	no data found	no data found	no data found	aberrant	no data found	reduced; aberrant	wild type	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25314920	Pubmed	10.1111/1462-2920.12633	no data found
Record 4508	PHI:3246			Genbank	no data found	no data found	MobZIP11	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	1271791	 KJ201	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	Nakdongbyeo	no data found	no data found	leaf	bZIP transcription factor	no data found	no data found	no data found	reduced virulence	no data found		no	no data found	no data found	wild type	no data found	reduced	wild type	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25314920	Pubmed	10.1111/1462-2920.12633	no data found
Record 4509	PHI:3247			Genbank	no data found	no data found	MobZIP12	no data found	no data found	no data found	no data found	no data found	no	148305	Magnaporthe oryzae	1271791	 KJ201	Rice Blast	Monocots	4530	Oryza sativa (related: Rice)	Nakdongbyeo	no data found	no data found	leaf	bZIP transcription factor	no data found	no data found	no data found	unaffected pathogeniticity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	no data found		RP	25314920	Pubmed	10.1111/1462-2920.12633	no data found
